發生年,發生月,發生日,發生時,發生分,處理別,區序,肇事地點,死亡人數,受傷人數,當事人序,車種,性別,年齡,受傷程度,天候,速限,道路型態,事故位置
101,11,30,11,0,2,05中正區,中正區中華路與洛陽街口中華路 洛陽街,0,1,1,B01,1,50,3,6,30,3,1
101,11,30,11,0,2,05中正區,中正區中華路與洛陽街口中華路 洛陽街,0,1,2,C03,2,52,2,6,30,3,1
101,12,4,20,50,2,05中正區,中正區林森南路與徐州路口林森南路 徐州路,0,2,1,C04,1,31,2,7,50,4,1
101,12,28,10,53,2,05中正區,中正區青島東路5號,0,1,3,H02,2,56,2,8,50,14,9
101,1,25,17,50,2,05中正區,中正區汀州路3段261號,0,2,1,H01,2,11,2,7,50,14,9
101,1,25,17,50,2,05中正區,中正區汀州路3段261號,0,2,2,C03,1,20,2,7,50,14,9
101,2,10,10,15,2,05中正區,中正區南昌路2段南昌路2段及一巷口,0,1,1,B03,1,34,3,7,50,3,2
101,2,10,10,15,2,05中正區,中正區南昌路2段南昌路2段及一巷口,0,1,2,C03,1,69,2,7,50,3,2
101,2,10,11,30,2,05中正區,中正區羅斯福路4段羅斯福路4段92號,0,1,1,B01,1,57,3,8,40,14,7
101,2,10,11,30,2,05中正區,中正區羅斯福路4段羅斯福路4段92號,0,1,2,C03,2,21,2,8,40,14,7
101,3,12,8,30,2,05中正區,中正區重慶南路3段10號,0,1,1,B01,1,56,4,8,50,14,7
101,3,12,8,30,2,05中正區,中正區重慶南路3段10號,0,1,2,C03,1,27,2,8,50,14,7
101,3,26,16,38,2,05中正區,中正區水源路79號,0,1,1,C03,2,42,4,8,50,14,9
101,2,13,15,30,2,05中正區,中正區中華路2段479號,0,1,2,C03,2,47,2,8,50,14,9
101,2,15,10,35,2,05中正區,中正區汀州路2段與同安街口汀州路2段 同安街,0,1,1,C03,1,29,2,6,50,4,1
101,2,15,10,35,2,05中正區,中正區汀州路2段與同安街口汀州路2段 同安街,0,1,2,C03,1,21,3,6,50,4,1
101,10,23,8,35,2,05中正區,中正區館前路與襄陽路口館前路 襄陽路,0,1,1,A05,1,46,3,7,50,3,2
101,10,23,8,35,2,05中正區,中正區館前路與襄陽路口館前路 襄陽路,0,1,2,H01,1,91,2,7,50,3,2
101,10,26,13,50,2,05中正區,中正區信義路1段與興南街口信義路1段 紹興南街,0,1,1,B01,1,51,3,8,50,3,2
101,10,26,13,50,2,05中正區,中正區信義路1段與興南街口信義路1段 紹興南街,0,1,2,H02,2,74,3,8,50,3,2
101,10,26,13,50,2,05中正區,中正區信義路1段與興南街口信義路1段 紹興南街,0,1,3,C03,2,31,2,8,50,3,2
101,10,26,16,40,2,05中正區,中正區延平南路84號,0,1,1,B11,1,24,3,8,50,3,2
101,10,26,16,40,2,05中正區,中正區延平南路84號,0,1,2,C03,1,48,2,8,50,3,2
101,10,26,16,40,2,05中正區,中正區延平南路84號,0,1,3,B03,1,21,3,8,50,3,2
101,10,28,9,5,2,05中正區,中正區中山南路與徐州路口中山南路 徐州路,0,1,1,B03,1,43,3,7,50,15,9
101,10,28,9,5,2,05中正區,中正區中山南路與徐州路口中山南路 徐州路,0,1,2,C03,2,30,2,7,50,15,9
101,11,1,8,30,2,05中正區,中正區中華路1段與延平南路口延平南路 中華路1段95巷,0,2,1,C03,2,31,2,8,50,3,1
101,11,1,8,30,2,05中正區,中正區中華路1段與延平南路口延平南路 中華路1段95巷,0,2,2,C03,2,42,2,8,50,3,1
101,11,6,14,20,2,05中正區,中正區青島東路青島東路監察院側門,0,2,1,B01,1,51,3,8,50,14,9
101,11,6,14,20,2,05中正區,中正區青島東路青島東路監察院側門,0,2,2,C03,1,28,2,8,50,14,9
101,11,6,14,20,2,05中正區,中正區青島東路青島東路監察院側門,0,2,3,H02,2,37,2,8,50,14,9
101,10,9,8,30,2,05中正區,中正區林森北路林森北路9巷口,0,3,1,C03,1,21,2,8,50,3,1
101,10,9,8,30,2,05中正區,中正區林森北路林森北路9巷口,0,3,2,C03,1,46,2,8,50,3,1
101,10,9,8,30,2,05中正區,中正區林森北路林森北路9巷口,0,3,3,H02,2,37,2,8,50,3,1
101,10,19,18,10,2,05中正區,中正區新生北路與八德路口新生北路高架道下八德路匝道,0,2,1,B03,1,57,3,8,40,10,9
101,10,19,18,10,2,05中正區,中正區新生北路與八德路口新生北路高架道下八德路匝道,0,2,2,B03,2,31,2,8,40,10,9
101,10,19,18,10,2,05中正區,中正區新生北路與八德路口新生北路高架道下八德路匝道,0,2,3,H02,1,1,2,8,40,10,9
101,10,27,7,48,2,05中正區,中正區中山南路與常德街口中山南路 常德街,0,1,1,B03,1,45,3,8,50,3,1
101,10,27,7,48,2,05中正區,中正區中山南路與常德街口中山南路 常德街,0,1,2,C03,2,23,2,8,50,3,1
101,10,28,12,10,2,05中正區,中正區開封街1段與博愛路口博愛路 開封街1段,0,2,1,B03,2,58,3,8,50,14,9
101,10,28,12,10,2,05中正區,中正區開封街1段與博愛路口博愛路 開封街1段,0,2,2,C03,1,20,2,8,50,14,9
101,10,28,12,10,2,05中正區,中正區開封街1段與博愛路口博愛路 開封街1段,0,2,3,H02,2,22,2,8,50,14,9
101,10,28,12,10,2,05中正區,中正區開封街1段與博愛路口博愛路 開封街1段,0,2,4,C03,1,,3,8,50,14,9
101,11,7,13,50,2,05中正區,中正區臨沂街臨沂街59巷 臨沂街71巷19弄,0,1,1,C03,2,32,2,8,40,4,1
101,11,7,13,50,2,05中正區,中正區臨沂街臨沂街59巷 臨沂街71巷19弄,0,1,2,B03,1,46,3,8,40,4,1
101,11,13,10,35,2,05中正區,中正區市民大道2段與林森北路口市民大道2段 林森北路,0,2,1,C03,1,23,2,8,40,4,1
101,11,13,10,35,2,05中正區,中正區市民大道2段與林森北路口市民大道2段 林森北路,0,2,2,C03,1,19,2,8,40,4,1
101,10,18,14,25,2,05中正區,中正區新生南路與濟南路口新生南路 濟南路,0,2,1,C03,1,21,2,8,50,4,1
101,10,18,14,25,2,05中正區,中正區新生南路與濟南路口新生南路 濟南路,0,2,2,C03,1,28,2,8,50,4,1
101,10,20,8,48,2,05中正區,中正區市民大道1段與林森北路口市民大道1段 林森北路,0,1,1,B03,1,39,3,7,40,4,2
101,10,20,8,48,2,05中正區,中正區市民大道1段與林森北路口市民大道1段 林森北路,0,1,2,C03,1,26,2,7,40,4,2
101,10,20,11,13,2,05中正區,中正區天津街與市民大道口市民大道 天津街,0,1,1,B02,1,33,3,8,40,4,2
101,10,20,11,13,2,05中正區,中正區天津街與市民大道口市民大道 天津街,0,1,2,C03,1,32,2,8,40,4,2
101,10,23,12,7,2,05中正區,中正區重慶南路1段120號,0,1,1,B03,1,35,3,7,50,3,2
101,10,23,12,7,2,05中正區,中正區重慶南路1段120號,0,1,2,C03,1,23,2,7,50,3,2
101,10,31,8,25,2,05中正區,中正區中山南路與愛國西路口中山南路 愛國西路,0,1,1,C03,1,28,3,6,50,4,2
101,10,31,8,25,2,05中正區,中正區中山南路與愛國西路口中山南路 愛國西路,0,1,2,F01,2,68,2,6,50,4,2
101,11,10,14,10,2,05中正區,中正區桃源街與衡陽路口衡陽路 桃源街,0,2,1,B03,1,23,3,8,50,3,18
101,11,10,14,10,2,05中正區,中正區桃源街與衡陽路口衡陽路 桃源街,0,2,2,H01,1,45,2,8,50,3,18
101,11,10,14,10,2,05中正區,中正區桃源街與衡陽路口衡陽路 桃源街,0,2,3,H01,2,33,2,8,50,3,18
101,11,11,12,34,2,05中正區,中正區青島東路5號,0,2,1,B02,1,25,3,7,50,14,9
101,11,11,12,34,2,05中正區,中正區青島東路5號,0,2,2,C03,2,51,2,7,50,14,9
101,11,11,12,34,2,05中正區,中正區青島東路5號,0,2,3,H02,1,18,2,7,50,14,9
101,10,30,20,37,2,05中正區,中正區仁愛路與金山南路口仁愛路 金山南路,0,1,1,C03,2,27,4,6,50,4,3
101,10,30,20,37,2,05中正區,中正區仁愛路與金山南路口仁愛路 金山南路,0,1,2,C04,1,31,2,6,50,4,3
101,11,15,15,28,2,05中正區,中正區武昌街1段18號,0,2,1,C03,1,19,2,8,50,14,9
101,11,15,15,28,2,05中正區,中正區武昌街1段18號,0,2,2,H01,1,52,2,8,50,14,9
101,11,20,16,30,2,05中正區,中正區青島西路7號,0,2,1,C03,1,21,2,8,50,14,9
101,11,20,16,30,2,05中正區,中正區青島西路7號,0,2,2,H01,2,49,2,8,50,14,9
101,11,21,11,41,2,05中正區,中正區中山北路與市民大道1段口,0,2,1,C03,1,28,2,6,40,4,1
101,11,21,11,41,2,05中正區,中正區中山北路與市民大道1段口,0,2,2,C03,1,29,2,6,40,4,1
101,10,31,14,27,2,05中正區,中正區桃源街與寶慶路口桃源街 寶慶路,0,1,1,B03,1,31,3,8,50,4,18
101,10,31,14,27,2,05中正區,中正區桃源街與寶慶路口桃源街 寶慶路,0,1,2,H01,1,30,2,8,50,4,18
101,11,5,19,10,2,05中正區,中正區襄陽路與懷寧街口襄陽路 懷寧街,0,1,1,G06,1,,4,8,50,4,1
101,11,5,19,10,2,05中正區,中正區襄陽路與懷寧街口襄陽路 懷寧街,0,1,2,C03,1,31,2,8,50,4,1
101,11,23,6,50,2,05中正區,中正區青島東路與林森南路口林森南路 青島東路,0,1,1,B03,1,46,3,6,50,4,1
101,11,23,6,50,2,05中正區,中正區青島東路與林森南路口林森南路 青島東路,0,1,2,C03,1,21,2,6,50,4,1
101,10,21,11,55,2,05中正區,中正區市民大道與林森北路口林森北路 市民大道,0,2,1,C03,1,24,2,8,50,4,1
101,10,21,11,55,2,05中正區,中正區市民大道與林森北路口林森北路 市民大道,0,2,2,C03,2,24,2,8,50,4,1
101,10,25,16,35,2,05中正區,中正區重慶南路1段與開封街1段口,0,1,1,B12,2,41,3,8,50,4,1
101,10,25,16,35,2,05中正區,中正區重慶南路1段與開封街1段口,0,1,2,C03,1,42,2,8,50,4,1
101,10,25,16,35,2,05中正區,中正區重慶南路1段與開封街1段口,0,1,3,C03,1,26,3,8,50,4,1
101,10,27,8,45,2,05中正區,中正區館前路與開封街口館前路 開封街,0,1,1,C04,2,36,2,8,50,3,1
101,10,27,8,45,2,05中正區,中正區館前路與開封街口館前路 開封街,0,1,2,B03,1,55,3,8,50,3,1
101,10,30,19,0,2,05中正區,中正區仁愛路與新生南路口仁愛路 新生南路,0,1,1,C03,1,38,2,6,50,4,1
101,10,30,19,0,2,05中正區,中正區仁愛路與新生南路口仁愛路 新生南路,0,1,2,B03,1,35,3,6,50,4,1
101,10,30,21,10,2,05中正區,中正區八德路與新生南路口新生南路 八德路,0,1,1,B03,1,44,3,6,50,4,1
101,10,30,21,10,2,05中正區,中正區八德路與新生南路口新生南路 八德路,0,1,2,C03,2,48,2,6,50,4,1
101,11,12,18,55,2,05中正區,中正區中山南路與青島西路口中山南路 青島西路,0,1,1,B03,1,46,3,7,50,4,2
101,11,12,18,55,2,05中正區,中正區中山南路與青島西路口中山南路 青島西路,0,1,2,F01,1,16,2,7,50,4,2
101,11,15,19,30,2,05中正區,中正區八德路1段33號,0,2,1,C03,1,20,2,8,50,14,9
101,11,22,15,30,2,05中正區,中正區公園路13號,0,1,1,B02,1,38,3,6,50,14,9
101,11,22,15,30,2,05中正區,中正區公園路13號,0,1,2,C03,2,59,2,6,50,14,9
101,11,23,0,0,2,05中正區,中正區市民大道與新生南路1段口,0,2,1,B03,1,38,2,7,50,4,1
101,11,23,0,0,2,05中正區,中正區市民大道與新生南路1段口,0,2,2,B01,1,53,2,7,50,4,1
101,11,27,17,35,2,05中正區,中正區沅陵街與重慶南路1段口,0,2,1,F03,2,50,2,6,50,3,1
101,11,27,17,35,2,05中正區,中正區沅陵街與重慶南路1段口,0,2,2,C03,1,28,2,6,50,3,1
101,11,12,18,45,2,05中正區,中正區忠孝東路2段與新生南路1段口,0,1,1,B03,1,33,3,8,50,4,4
101,11,12,18,45,2,05中正區,中正區忠孝東路2段與新生南路1段口,0,1,2,C03,1,42,2,8,50,4,4
101,11,12,21,35,2,05中正區,中正區中山南路與忠孝西路口忠孝西路 中山南路,0,1,1,C03,1,31,2,8,50,4,2
101,11,12,21,35,2,05中正區,中正區中山南路與忠孝西路口忠孝西路 中山南路,0,1,2,,3,,,8,50,4,2
101,11,18,19,0,2,05中正區,中正區北平東路與林森北路口北平東路 林森北路,0,1,1,B01,1,62,3,6,50,4,19
101,11,18,19,0,2,05中正區,中正區北平東路與林森北路口北平東路 林森北路,0,1,2,H01,1,33,2,6,50,4,19
101,11,30,22,23,2,05中正區,中正區中華路1段與忠孝西路1段口,0,1,1,B03,2,62,3,6,30,3,1
101,11,30,22,23,2,05中正區,中正區中華路1段與忠孝西路1段口,0,1,2,C03,2,47,2,6,30,3,1
101,11,5,13,50,2,05中正區,中正區林森南路林森南路車行地下道,0,2,1,C03,1,22,2,8,50,7,11
101,11,5,13,50,2,05中正區,中正區林森南路林森南路車行地下道,0,2,2,C03,1,28,2,8,50,7,11
101,11,9,17,45,2,05中正區,中正區許昌街與館前路口館前路 許昌街,0,1,1,B03,1,67,3,8,50,3,1
101,11,9,17,45,2,05中正區,中正區許昌街與館前路口館前路 許昌街,0,1,2,C03,2,22,2,8,50,3,1
101,11,10,12,43,2,05中正區,中正區金山南路1段132號,0,1,1,B03,2,38,3,8,50,14,9
101,11,10,12,43,2,05中正區,中正區金山南路1段132號,0,1,2,B03,1,61,2,8,50,14,9
101,11,10,12,43,2,05中正區,中正區金山南路1段132號,0,1,3,B12,1,52,3,8,50,14,9
101,11,19,20,20,2,05中正區,中正區林森北路與市民大道口林森北路 市民大道,0,2,1,C03,1,21,2,8,40,4,1
101,11,19,20,20,2,05中正區,中正區林森北路與市民大道口林森北路 市民大道,0,2,2,C03,1,22,2,8,40,4,1
101,11,19,20,20,2,05中正區,中正區林森北路與市民大道口林森北路 市民大道,0,2,3,H02,1,22,3,8,40,4,1
101,11,20,16,45,2,05中正區,中正區八德路與新生北路口新生北路 八德路,0,1,1,C03,1,23,2,8,50,4,1
101,11,20,16,45,2,05中正區,中正區八德路與新生北路口新生北路 八德路,0,1,2,C03,1,43,3,8,50,4,1
101,11,21,12,0,2,05中正區,中正區林森南路林森南路車行地下道,0,2,1,C03,1,72,2,6,50,7,11
101,11,21,12,0,2,05中正區,中正區林森南路林森南路車行地下道,0,2,2,C03,2,54,2,6,50,7,11
101,11,22,8,20,2,05中正區,中正區公園路與貴陽街口公園路 貴陽街,0,1,1,C03,1,22,2,6,50,4,1
101,11,22,8,20,2,05中正區,中正區公園路與貴陽街口公園路 貴陽街,0,1,2,B03,1,45,3,6,50,4,1
101,11,26,14,15,2,05中正區,中正區延平南路與衡陽路口延平南路 衡陽路,0,1,1,B01,1,45,3,6,50,4,1
101,11,26,14,15,2,05中正區,中正區延平南路與衡陽路口延平南路 衡陽路,0,1,2,C03,2,24,2,6,50,4,1
101,11,30,18,25,2,05中正區,中正區中山北路1段中山北路1段24巷口前,0,1,1,B03,1,45,3,6,50,14,8
101,11,30,18,25,2,05中正區,中正區中山北路1段中山北路1段24巷口前,0,1,2,C03,1,34,2,6,50,14,8
101,12,3,8,40,2,05中正區,中正區中山南路與信義路口中山南路 信義路,0,3,1,C03,2,29,2,7,50,5,1
101,12,3,8,40,2,05中正區,中正區中山南路與信義路口中山南路 信義路,0,3,2,C03,1,32,2,7,50,5,1
101,12,3,8,40,2,05中正區,中正區中山南路與信義路口中山南路 信義路,0,3,3,H02,2,34,2,7,50,5,1
101,12,6,6,0,2,05中正區,中正區仁愛路與新生南路口新生南路 仁愛路,0,1,1,F01,2,77,2,8,50,4,1
101,12,6,6,0,2,05中正區,中正區仁愛路與新生南路口新生南路 仁愛路,0,1,2,B03,1,45,3,8,50,4,1
101,12,6,22,50,2,05中正區,中正區青島東路與林森南路口林森南路 青島東路,0,2,1,C03,1,30,2,6,50,4,2
101,12,6,22,50,2,05中正區,中正區青島東路與林森南路口林森南路 青島東路,0,2,2,H03,1,37,2,6,50,4,2
101,12,7,10,5,2,05中正區,中正區市民大道與新生北路口市民大道 新生北路,0,1,1,B03,1,34,3,8,40,4,1
101,12,7,10,5,2,05中正區,中正區市民大道與新生北路口市民大道 新生北路,0,1,2,C03,1,18,2,8,40,4,1
101,11,14,10,50,2,05中正區,中正區中山南路與凱達格蘭大道口中山南路 凱達格蘭大道,0,1,1,B12,1,21,3,8,50,4,1
101,11,14,10,50,2,05中正區,中正區中山南路與凱達格蘭大道口中山南路 凱達格蘭大道,0,1,2,C03,1,27,2,8,50,4,1
101,12,7,11,15,2,05中正區,中正區中山南路與青島西路口中山南路 青島西路,0,1,1,B03,2,36,3,8,50,4,1
101,12,7,11,15,2,05中正區,中正區中山南路與青島西路口中山南路 青島西路,0,1,2,C03,1,19,2,8,50,4,1
101,11,14,6,20,2,05中正區,中正區武昌街1段與重慶南路1段口,0,1,1,B12,1,47,3,8,50,4,2
101,11,14,6,20,2,05中正區,中正區武昌街1段與重慶南路1段口,0,1,2,C03,2,53,2,8,50,4,2
101,11,23,2,0,2,05中正區,中正區忠孝西路1段忠孝西路1段天成飯店前,0,1,1,B03,1,41,3,6,50,7,22
101,11,23,2,0,2,05中正區,中正區忠孝西路1段忠孝西路1段天成飯店前,0,1,2,H01,1,42,2,6,50,7,22
101,11,23,14,20,2,05中正區,中正區濟南路1段與臨沂街口濟南路1段 臨沂街,0,1,1,C03,2,26,3,7,50,4,1
101,11,23,14,20,2,05中正區,中正區濟南路1段與臨沂街口濟南路1段 臨沂街,0,1,2,C03,2,57,2,7,50,4,1
101,11,27,21,0,2,05中正區,中正區中華路1段與漢口街1段口,0,2,1,B03,1,53,3,6,50,4,1
101,11,27,21,0,2,05中正區,中正區中華路1段與漢口街1段口,0,2,2,C03,1,25,2,6,50,4,1
101,11,27,21,0,2,05中正區,中正區中華路1段與漢口街1段口,0,2,3,C03,1,19,2,6,50,4,1
101,11,29,14,15,2,05中正區,中正區林森南路與徐州路口林森南路 徐州路,0,1,1,C03,1,39,3,7,50,4,1
101,11,29,14,15,2,05中正區,中正區林森南路與徐州路口林森南路 徐州路,0,1,2,C03,1,41,2,7,50,4,1
101,11,29,20,10,2,05中正區,中正區重慶南路1段與襄陽路口重慶南路1段 襄陽路,0,1,1,B03,1,40,3,6,50,3,1
101,11,29,20,10,2,05中正區,中正區重慶南路1段與襄陽路口重慶南路1段 襄陽路,0,1,2,C03,1,26,2,6,50,3,1
101,11,30,7,27,2,05中正區,中正區貴陽街1段與懷寧街口懷寧街 貴陽街1段,0,1,1,C03,1,54,4,6,50,3,1
101,11,30,7,27,2,05中正區,中正區貴陽街1段與懷寧街口懷寧街 貴陽街1段,0,1,2,C03,1,23,2,6,50,3,1
101,12,6,9,20,2,05中正區,中正區新生南路1段新生南路1段58巷口,0,2,2,H01,2,56,2,8,50,3,2
101,12,11,11,45,2,05中正區,中正區北平東路與林森北路口北平東路 林森北路,0,1,1,B01,1,51,3,6,50,4,1
101,12,11,11,45,2,05中正區,中正區北平東路與林森北路口北平東路 林森北路,0,1,2,C03,1,20,2,6,50,4,1
101,9,23,10,40,2,05中正區,中正區沅陵街與重慶南路口重慶南路 沅陵街,0,2,1,C03,2,58,2,8,50,3,1
101,9,23,10,40,2,05中正區,中正區沅陵街與重慶南路口重慶南路 沅陵街,0,2,2,C03,1,26,2,8,50,3,1
101,9,23,14,0,2,05中正區,中正區重慶南路與衡陽路口重慶南路 衡陽路,0,1,1,C03,2,36,3,8,50,4,2
101,9,23,14,0,2,05中正區,中正區重慶南路與衡陽路口重慶南路 衡陽路,0,1,2,C03,1,25,2,8,50,4,2
101,10,2,17,50,2,05中正區,中正區市民大道2段市民大道2段往東(天津 林森北中間),0,1,1,C03,2,22,3,8,50,14,9
101,10,2,17,50,2,05中正區,中正區市民大道2段市民大道2段往東(天津 林森北中間),0,1,2,C03,1,22,2,8,50,14,9
101,10,5,9,40,2,05中正區,中正區丹陽街與杭州南路1段口,0,1,1,B01,1,52,3,8,50,3,1
101,10,5,9,40,2,05中正區,中正區丹陽街與杭州南路1段口,0,1,2,C03,2,34,2,8,50,3,1
101,10,21,1,35,2,05中正區,中正區中山南路與仁愛路1段口,0,2,3,H02,2,19,2,8,50,16,22
101,9,26,13,0,2,05中正區,中正區中山南路與凱達格蘭大道口中山南路 凱達格蘭大道,0,1,1,B03,1,31,3,8,50,16,8
101,9,26,13,0,2,05中正區,中正區中山南路與凱達格蘭大道口中山南路 凱達格蘭大道,0,1,2,C03,1,44,2,8,50,16,8
101,10,7,13,10,2,05中正區,中正區林森南路1號,0,2,1,C03,1,25,2,8,50,14,7
101,10,7,13,10,2,05中正區,中正區林森南路1號,0,2,2,H01,2,41,2,8,50,14,7
101,10,20,10,30,2,05中正區,中正區中山南路與凱達格蘭大道口中山南路 凱達格蘭大道,0,3,1,C03,1,25,2,8,50,16,22
101,10,20,10,30,2,05中正區,中正區中山南路與凱達格蘭大道口中山南路 凱達格蘭大道,0,3,2,C03,1,21,2,8,50,16,22
101,10,20,10,30,2,05中正區,中正區中山南路與凱達格蘭大道口中山南路 凱達格蘭大道,0,3,3,H02,2,20,2,8,50,16,22
101,9,21,14,40,2,05中正區,中正區林森南路與濟南路1段口,0,1,1,B03,1,46,3,8,50,4,1
101,9,21,14,40,2,05中正區,中正區林森南路與濟南路1段口,0,1,2,C03,1,46,2,8,50,4,1
101,10,2,9,17,2,05中正區,中正區林森南路與信義路口林森南路 信義路,0,1,1,A05,1,42,3,8,50,3,1
101,10,2,9,17,2,05中正區,中正區林森南路與信義路口林森南路 信義路,0,1,2,H01,2,25,2,8,50,3,1
101,10,2,17,20,2,05中正區,中正區林森南路林森南路車行地下道,0,1,1,C03,2,29,2,8,50,7,11
101,10,2,17,20,2,05中正區,中正區林森南路林森南路車行地下道,0,1,2,C03,1,27,3,8,50,7,11
101,10,4,22,5,2,05中正區,中正區沅陵街與重慶南路1段口,0,1,1,B03,1,46,3,8,50,3,1
101,10,4,22,5,2,05中正區,中正區沅陵街與重慶南路1段口,0,1,2,C03,1,19,2,8,50,3,1
101,10,5,23,30,2,05中正區,中正區中山南路與愛國西路口中山南路 愛國西路,0,1,1,C03,1,52,2,7,50,4,2
101,10,5,23,30,2,05中正區,中正區中山南路與愛國西路口中山南路 愛國西路,0,1,2,B03,2,26,3,7,50,4,2
101,10,6,21,25,2,05中正區,中正區中山南路中山南路景福門圓環,0,2,1,B03,1,58,3,7,50,5,1
101,10,6,21,25,2,05中正區,中正區中山南路中山南路景福門圓環,0,2,2,B01,1,54,3,7,50,5,1
101,10,6,21,25,2,05中正區,中正區中山南路中山南路景福門圓環,0,2,3,H02,2,57,2,7,50,5,1
101,10,6,21,25,2,05中正區,中正區中山南路中山南路景福門圓環,0,2,4,H02,2,19,2,7,50,5,1
101,10,21,22,5,2,05中正區,中正區市民大道2段與金山北路口市民大道2段 金山北路,0,2,1,C03,2,29,2,8,40,4,2
101,10,21,22,5,2,05中正區,中正區市民大道2段與金山北路口市民大道2段 金山北路,0,2,2,F01,1,17,2,8,40,4,2
101,10,22,15,20,2,05中正區,中正區重慶南路1段與博愛路口博愛路 重慶南路1段136巷,0,1,1,B03,2,56,3,8,50,3,1
101,10,22,15,20,2,05中正區,中正區重慶南路1段與博愛路口博愛路 重慶南路1段136巷,0,1,2,C03,1,43,2,8,50,3,1
101,10,22,15,20,2,05中正區,中正區重慶南路1段與博愛路口博愛路 重慶南路1段136巷,0,1,3,B01,1,31,3,8,50,3,1
101,10,22,17,55,2,05中正區,中正區延平南路與貴陽街口延平南路 貴陽街,0,2,1,C03,1,21,2,8,50,4,1
101,10,22,17,55,2,05中正區,中正區延平南路與貴陽街口延平南路 貴陽街,0,2,2,C03,2,22,2,8,50,4,1
101,10,27,23,20,2,05中正區,中正區市民大道市民大道M2出,0,3,1,C03,1,21,2,8,40,3,1
101,10,27,23,20,2,05中正區,中正區市民大道市民大道M2出,0,3,2,C04,1,17,2,8,40,3,1
101,10,27,23,20,2,05中正區,中正區市民大道市民大道M2出,0,3,3,H02,1,18,2,8,40,3,1
101,11,3,12,35,2,05中正區,中正區天津街1號,0,1,1,B02,2,58,3,8,50,14,9
101,11,3,12,35,2,05中正區,中正區天津街1號,0,1,2,C03,2,20,2,8,50,14,9
101,11,3,12,35,2,05中正區,中正區天津街1號,0,1,3,B01,1,54,3,8,50,14,9
101,11,7,15,55,2,05中正區,中正區中華路與忠孝西路口中華路 忠孝西路,0,1,1,B03,2,32,3,8,30,3,1
101,11,7,15,55,2,05中正區,中正區中華路與忠孝西路口中華路 忠孝西路,0,1,2,C03,1,21,2,8,30,3,1
101,11,9,8,45,2,05中正區,中正區市民大道與林森北路口市民大道 林森北路西側迴轉道,0,2,1,C03,1,45,2,8,40,4,2
101,11,9,8,45,2,05中正區,中正區市民大道與林森北路口市民大道 林森北路西側迴轉道,0,2,2,C03,1,25,2,8,40,4,2
101,11,10,13,10,2,05中正區,中正區公園路與襄陽路口公園路 襄陽路,0,1,1,B01,1,54,3,7,50,3,3
101,11,10,13,10,2,05中正區,中正區公園路與襄陽路口公園路 襄陽路,0,1,2,C04,1,49,2,7,50,3,3
101,11,13,16,15,2,05中正區,中正區市民大道市民大道捷運M2,0,3,1,G06,1,,4,8,40,14,9
101,11,13,16,15,2,05中正區,中正區市民大道市民大道捷運M2,0,3,2,C03,2,42,2,8,40,14,9
101,11,13,16,15,2,05中正區,中正區市民大道市民大道捷運M2,0,3,4,C03,1,24,2,8,40,14,9
101,11,13,16,15,2,05中正區,中正區市民大道市民大道捷運M2,0,3,5,C03,1,31,3,8,40,14,9
101,11,13,16,15,2,05中正區,中正區市民大道市民大道捷運M2,0,3,3,H03,2,34,2,8,40,14,9
101,10,22,14,25,2,05中正區,中正區忠孝西路與重慶北路口忠孝西路 重慶北路,0,1,1,B03,1,55,3,8,50,4,1
101,10,22,14,25,2,05中正區,中正區忠孝西路與重慶北路口忠孝西路 重慶北路,0,1,2,C03,1,32,2,8,50,4,1
101,10,29,14,45,2,05中正區,中正區漢口街1段35號,0,1,1,C03,1,24,3,8,50,14,9
101,10,29,14,45,2,05中正區,中正區漢口街1段35號,0,1,2,C03,1,20,2,8,50,14,9
101,10,31,8,20,2,05中正區,中正區八德路八德路49號希望廣場停車場入口處,0,1,1,B03,1,44,3,6,0,14,9
101,10,31,8,20,2,05中正區,中正區八德路八德路49號希望廣場停車場入口處,0,1,2,C03,1,30,2,6,0,14,9
101,11,2,18,30,2,05中正區,中正區仁愛路2段98號,0,1,1,H01,1,42,2,8,40,14,10
101,11,2,18,30,2,05中正區,中正區仁愛路2段98號,0,1,2,A02,1,48,3,8,40,14,10
101,11,4,2,30,2,05中正區,中正區中山南路與凱達格蘭大道口中山南路 凱達格蘭大道,0,2,1,C03,1,18,2,8,50,4,2
101,11,4,2,30,2,05中正區,中正區中山南路與凱達格蘭大道口中山南路 凱達格蘭大道,0,2,2,H02,1,18,2,8,50,4,2
101,11,4,2,30,2,05中正區,中正區中山南路與凱達格蘭大道口中山南路 凱達格蘭大道,0,2,3,,3,,,8,50,4,2
101,11,4,14,10,2,05中正區,中正區台北車站西側,0,1,1,B01,1,65,3,8,50,3,1
101,11,4,14,10,2,05中正區,中正區台北車站西側,0,1,2,H01,1,56,2,8,50,3,1
101,11,5,8,50,2,05中正區,中正區中山南路與徐州路口中山南路 徐州路,0,1,1,C03,1,32,2,8,50,14,8
101,10,16,16,45,2,05中正區,中正區中山北路1段與市民大道2段口,0,4,3,C03,1,24,2,8,0,4,4
101,10,16,16,45,2,05中正區,中正區中山北路1段與市民大道2段口,0,4,4,H02,2,26,2,8,0,4,4
101,10,16,18,5,2,05中正區,中正區中華路1段與漢口街1段口,0,1,1,G06,1,,3,8,0,4,2
